Student,LPIPS,SSIM
109820011.jpg,0.40233755111694336,0.7796755109376321
110820043.jpg,0.5483644604682922,0.738193862006133
110820054.jpg,0.5599218010902405,0.7699196849472999
110820014.jpg,0.5736439228057861,0.7261716271486616
109820017.jpg,0.6012489199638367,0.7275041699004485
110820032.jpg,0.6142978072166443,0.6744485226782778
110820001.jpg,0.6217315793037415,0.7335904516615666
110820052.jpg,0.692746102809906,0.657473665376275
